word	format	onset	duration
WAS		100.55	0.45
CONSTANTLY		101.0	0.45
SEARCHING		101.45	0.45
FOR		101.9	0.45
CLUES		102.35	0.45
AROUND		102.8	0.45
THE		103.25	0.45
NEIGHBORHOOD		103.7	0.45
OF		104.15	0.45
THE		104.6	0.45
HALL		105.05	0.45
:		105.5	0.5
+		106.0	0.1
MONTGOMERY		106.1	0.45
KNEW		106.55	0.45
ALL		107.0	0.45
THE		107.45	0.45
NATIONAL		107.9	0.45
LEADERS		108.35	0.45
UP		108.8	0.45
TO		109.25	0.45
THE		109.7	0.45
TIME		110.15	0.45
OF		110.6	0.45
KENNEDY		111.05	0.45
:		111.5	0.5
+		112.0	0.1
THE		112.1	0.45
PURCHASERS		112.55	0.45
REJECTED		113.0	0.45
THE		113.45	0.45
ORDER		113.9	0.45
IN		114.35	0.45
TWO		114.8	0.45
LETTERS		115.25	0.45
WRITTEN		115.7	0.45
IN		116.15	0.45
VIGOROUS		116.6	0.45
TERMS		117.05	0.45
:		117.5	0.5
+		118.0	0.1
TROR		118.1	0.45
REE		118.55	0.45
OUTNODE		119.0	0.45
OT		119.45	0.45
WAM		119.9	0.45
OP		120.35	0.45
ODMITORY		120.8	0.45
ENEAUX		121.25	0.45
HOULE		121.7	0.45
OY		122.15	0.45
REE		122.6	0.45
GISTRY		123.05	0.45
:		123.5	0.5
+		124.0	0.1
CHE		124.1	0.45
ENVENIELLED		124.55	0.45
NOVE		125.0	0.45
OY		125.45	0.45
REE		125.9	0.45
SUSLANSE		126.35	0.45
OY		126.8	0.45
SOTH		127.25	0.45
POOM		127.7	0.45
STRINKER		128.15	0.45
MOLLING		128.6	0.45
ANCYGRACOKIAS		129.05	0.45
:		129.5	0.5
+		130.0	0.1
QUOTHER		130.1	0.45
HU		130.55	0.45
SABS		131.0	0.45
WOLL		131.45	0.45
OM		131.9	0.45
COYLY		132.35	0.45
HUD		132.8	0.45
NENTING		133.25	0.45
RO		133.7	0.45
FE		134.15	0.45
PITH		134.6	0.45
OT		135.05	0.45
:		135.5	0.5
+		136.0	0.1
THE		136.1	0.45
TRIAL		136.55	0.45
HAD		137.0	0.45
PACKED		137.45	0.45
THE		137.9	0.45
LARGE		138.35	0.45
COURTROOM		138.8	0.45
FOR		139.25	0.45
MORE		139.7	0.45
THAN		140.15	0.45
A		140.6	0.45
WEEK		141.05	0.45
:		141.5	0.5
+		142.0	0.1
BENSON		142.1	0.45
GRINNED		142.55	0.45
AND		143.0	0.45
FLIPPED		143.45	0.45
A		143.9	0.45
ROCK		144.35	0.45
WITH		144.8	0.45
HIS		145.25	0.45
THUMB		145.7	0.45
LIKE		146.15	0.45
A		146.6	0.45
MARBLE		147.05	0.45
:		147.5	0.5
+		148.0	0.1
THERE		148.1	0.45
WAS		148.55	0.45
SOMETHING		149.0	0.45
MAIMED		149.45	0.45
AND		149.9	0.45
CRAZY		150.35	0.45
ABOUT		150.8	0.45
ITS		151.25	0.45
MOTION		151.7	0.45
THAT		152.15	0.45
DISTURBED		152.6	0.45
THEM		153.05	0.45
:		153.5	0.5
+		154.0	0.1
HU		154.1	0.45
WEWS		154.55	0.45
RO		155.0	0.45
REE		155.45	0.45
SNONT		155.9	0.45
WOOR		156.35	0.45
OSE		156.8	0.45
OBONED		157.25	0.45
OT		157.7	0.45
OSE		158.15	0.45
LOAKED		158.6	0.45
EN		159.05	0.45
:		159.5	0.5
+		160.0	0.1
HU		160.1	0.45
CAINTS		160.55	0.45
NIR		161.0	0.45
CY		161.45	0.45
OP		161.9	0.45
ORL		162.35	0.45
OSE		162.8	0.45
HELVED		163.25	0.45
NIR		163.7	0.45
INNI		164.15	0.45
REE		164.6	0.45
LENCHEN		165.05	0.45
:		165.5	0.5
+		166.0	0.1
HU		166.1	0.45
TORD		166.55	0.45
HIMRALF		167.0	0.45
HU		167.45	0.45
HUD		167.9	0.45
NUDER		168.35	0.45
SEAN		168.8	0.45
WRO		169.25	0.45
DOOPLE		169.7	0.45
EET		170.15	0.45
SU		170.6	0.45
MUME		171.05	0.45
:		171.5	0.5
+		172.0	14.0
+		186.0	0.1
MIMP		186.1	0.45
SNOTCHED		186.55	0.45
O		187.0	0.45
PUNTOL		187.45	0.45
TROR		187.9	0.45
REE		188.35	0.45
HEAN		188.8	0.45
OY		189.25	0.45
FLITTERED		189.7	0.45
BOURY		190.15	0.45
OSE		190.6	0.45
DIRED		191.05	0.45
:		191.5	0.5
+		192.0	0.1
RUD		192.1	0.45
GABS		192.55	0.45
NIR		193.0	0.45
O		193.45	0.45
WOSK		193.9	0.45
DIT		194.35	0.45
OD		194.8	0.45
REE		195.25	0.45
SHEALPER		195.7	0.45
LEFOSE		196.15	0.45
HU		196.6	0.45
RETWEED		197.05	0.45
:		197.5	0.5
+		198.0	0.1
HU		198.1	0.45
GOL		198.55	0.45
O		199.0	0.45
WROLL		199.45	0.45
FIMS		199.9	0.45
PRORTED		200.35	0.45
OSE		200.8	0.45
DUT		201.25	0.45
OD		201.7	0.45
BABIN		202.15	0.45
OSE		202.6	0.45
COCTEE		203.05	0.45
:		203.5	0.5
+		204.0	0.1
HE		204.1	0.45
SPENT		204.55	0.45
LONG		205.0	0.45
HOURS		205.45	0.45
BEFORE		205.9	0.45
THE		206.35	0.45
TV		206.8	0.45
SPITTING		207.25	0.45
OUT		207.7	0.45
PROMISES		208.15	0.45
OF		208.6	0.45
REVENGE		209.05	0.45
:		209.5	0.5
+		210.0	0.1
HE		210.1	0.45
LOOKED		210.55	0.45
FOR		211.0	0.45
THE		211.45	0.45
SOURCE		211.9	0.45
OF		212.35	0.45
THE		212.8	0.45
NOISE		213.25	0.45
THAT		213.7	0.45
HAD		214.15	0.45
AWAKENED		214.6	0.45
HIM		215.05	0.45
:		215.5	0.5
+		216.0	0.1
THIS		216.1	0.45
EXPANSION		216.55	0.45
HAS		217.0	0.45
BEEN		217.45	0.45
GOING		217.9	0.45
ON		218.35	0.45
FOR		218.8	0.45
AN		219.25	0.45
ESTIMATED		219.7	0.45
EIGHT		220.15	0.45
BILLION		220.6	0.45
YEARS		221.05	0.45
:		221.5	0.5
+		222.0	0.1
REMOY		222.1	0.45
SAR		222.55	0.45
PONLIGHT		223.0	0.45
TEECH		223.45	0.45
REE		223.9	0.45
BIRLY		224.35	0.45
BLOIFS		224.8	0.45
HAITS		225.25	0.45
OD		225.7	0.45
REE		226.15	0.45
BRORN		226.6	0.45
SMIN		227.05	0.45
:		227.5	0.5
+		228.0	0.1
REE		228.1	0.45
MARENT		228.55	0.45
COMBANCED		229.0	0.45
RO		229.45	0.45
WOOP		229.9	0.45
OSE		230.35	0.45
OT		230.8	0.45
BLATCHED		231.25	0.45
REE		231.7	0.45
SELPS		232.15	0.45
OY		232.6	0.45
ENHEPMENT		233.05	0.45
:		233.5	0.5
+		234.0	0.1
THUN		234.1	0.45
HU		234.55	0.45
ASSINIGNED		235.0	0.45
DATSUO		235.45	0.45
CY		235.9	0.45
PESTING		236.35	0.45
OSE		236.8	0.45
CLIGGING		237.25	0.45
HIMRALF		237.7	0.45
UNTAT		238.15	0.45
HU		238.6	0.45
SUT		239.05	0.45
:		239.5	0.5
+		240.0	0.1
HER		240.1	0.45
FACE		240.55	0.45
SEEMED		241.0	0.45
TO		241.45	0.45
FLOAT		241.9	0.45
IN		242.35	0.45
AN		242.8	0.45
IMPLAUSIBLY		243.25	0.45
BRIGHT		243.7	0.45
SHAFT		244.15	0.45
OF		244.6	0.45
SUNLIGHT		245.05	0.45
:		245.5	0.5
+		246.0	0.1
THE		246.1	0.45
SIZE		246.55	0.45
OF		247.0	0.45
WOODEN		247.45	0.45
MOLD		247.9	0.45
WILL		248.35	0.45
DETERMINE		248.8	0.45
THE		249.25	0.45
AMOUNT		249.7	0.45
OF		250.15	0.45
CLAY		250.6	0.45
NEEDED		251.05	0.45
:		251.5	0.5
+		252.0	0.1
I		252.1	0.45
TOOK		252.55	0.45
THE		253.0	0.45
PAIL		253.45	0.45
AND		253.9	0.45
SHOVEL		254.35	0.45
AND		254.8	0.45
WENT		255.25	0.45
OUT		255.7	0.45
ON		256.15	0.45
THE		256.6	0.45
PORCH		257.05	0.45
:		257.5	0.5
+		258.0	14.0
+		272.0	0.1
WAR		272.1	0.45
IS		272.55	0.45
THE		273.0	0.45
RESULT		273.45	0.45
OF		273.9	0.45
MISTRUST		274.35	0.45
AND		274.8	0.45
LACK		275.25	0.45
OF		275.7	0.45
UNDERSTANDING		276.15	0.45
BETWEEN		276.6	0.45
PEOPLE		277.05	0.45
:		277.5	0.5
+		278.0	0.1
CRANSTON		278.1	0.45
RESIDENTS		278.55	0.45
HAVE		279.0	0.45
BEEN		279.45	0.45
GENEROUS		279.9	0.45
CONTRIBUTORS		280.35	0.45
TO		280.8	0.45
THE		281.25	0.45
FUND		281.7	0.45
OVER		282.15	0.45
THE		282.6	0.45
YEARS		283.05	0.45
:		283.5	0.5
+		284.0	0.1
FRANCESCA		284.1	0.45
AND		284.55	0.45
HERBERT		285.0	0.45
WERE		285.45	0.45
AMONG		285.9	0.45
THE		286.35	0.45
FEW		286.8	0.45
PEOPLE		287.25	0.45
WE		287.7	0.45
KNEW		288.15	0.45
IN		288.6	0.45
CATALONIA		289.05	0.45
:		289.5	0.5
+		290.0	0.1
E		290.1	0.45
SAR		290.55	0.45
HOM		291.0	0.45
MYBOLF		291.45	0.45
OSE		291.9	0.45
OT		292.35	0.45
WAM		292.8	0.45
WONE		293.25	0.45
AULER		293.7	0.45
CONCATLATION		294.15	0.45
PITH		294.6	0.45
CRIMWOLL		295.05	0.45
:		295.5	0.5
+		296.0	0.1
RO		296.1	0.45
HABS		296.55	0.45
SORNNAY		297.0	0.45
FROT		297.45	0.45
LOND		297.9	0.45
LEFORNED		298.35	0.45
WAM		298.8	0.45
QUAT		299.25	0.45
HU		299.7	0.45
HUD		300.15	0.45
LINCE		300.6	0.45
FOM		301.05	0.45
:		301.5	0.5
+		302.0	0.1
LUT		302.1	0.45
OT		302.55	0.45
WAM		303.0	0.45
SUME		303.45	0.45
O		303.9	0.45
NILT		304.35	0.45
PROUGHT		304.8	0.45
FROT		305.25	0.45
HU		305.7	0.45
GEDDED		306.15	0.45
HUS		306.6	0.45
HEAM		307.05	0.45
:		307.5	0.5
+		308.0	0.1
ADYTHE		308.1	0.45
MUTTLED		308.55	0.45
DOIL		309.0	0.45
RO		309.45	0.45
BEMIME		309.9	0.45
O		310.35	0.45
SOVEAL		310.8	0.45
MYME		311.25	0.45
OSE		311.7	0.45
O		312.15	0.45
FERMIBLE		312.6	0.45
EXAYBRA		313.05	0.45
:		313.5	0.5
+		314.0	0.1
AIRE		314.1	0.45
WILDED		314.55	0.45
UNTAT		315.0	0.45
REE		315.45	0.45
WOOR		315.9	0.45
HUD		316.35	0.45
SLANNED		316.8	0.45
OSE		317.25	0.45
PUCKED		317.7	0.45
UD		318.15	0.45
REE		318.6	0.45
COCTIEPOT		319.05	0.45
:		319.5	0.5
+		320.0	0.1
REE		320.1	0.45
EFFAKE		320.55	0.45
OD		321.0	0.45
REE		321.45	0.45
INTESCELLEALS		321.9	0.45
OBUNG		322.35	0.45
HUS		322.8	0.45
ORIENCE		323.25	0.45
MAK		323.7	0.45
WOLL		324.15	0.45
NE		324.6	0.45
IRAGENED		325.05	0.45
:		325.5	0.5
+		326.0	0.1
DOC		326.1	0.45
ABEL		326.55	0.45
WAS		327.0	0.45
BUSY		327.45	0.45
UP		327.9	0.45
FRONT		328.35	0.45
WITH		328.8	0.45
SOME		329.25	0.45
OF		329.7	0.45
HIS		330.15	0.45
LIVE		330.6	0.45
PATIENTS		331.05	0.45
:		331.5	0.5
+		332.0	0.1
SOME		332.1	0.45
PEOPLE		332.55	0.45
CAN		333.0	0.45
CARVE		333.45	0.45
ALMOST		333.9	0.45
ANYTHING		334.35	0.45
OUT		334.8	0.45
OF		335.25	0.45
A		335.7	0.45
PIECE		336.15	0.45
OF		336.6	0.45
WOOD		337.05	0.45
:		337.5	0.5
+		338.0	0.1
HE		338.1	0.45
DOES		338.55	0.45
NOT		339.0	0.45
SEEM		339.45	0.45
TO		339.9	0.45
HAVE		340.35	0.45
CAUGHT		340.8	0.45
THE		341.25	0.45
SUBTLETIES		341.7	0.45
OF		342.15	0.45
THE		342.6	0.45
MAN		343.05	0.45
:		343.5	0.5
+		344.0	14.0
