word	format	onset	duration
+		100.0	0.1
HU		100.1	0.45
HOR		100.55	0.45
RO		101.0	0.45
TOPE		101.45	0.45
PITH		101.9	0.45
CLETTRATION		102.35	0.45
OSE		102.8	0.45
UNTER		103.25	0.45
EMECIALAL		103.7	0.45
DENCURBANCE		104.15	0.45
OSE		104.6	0.45
APOGOE		105.05	0.45
:		105.5	0.5
+		106.0	0.1
LUT		106.1	0.45
REE		106.55	0.45
INRONGOTION		107.0	0.45
OD		107.45	0.45
REE		107.9	0.45
DYPIVICS		108.35	0.45
OY		108.8	0.45
SEVUCATION		109.25	0.45
WAM		109.7	0.45
UPTIN		110.15	0.45
QUIKE		110.6	0.45
MISRIALING		111.05	0.45
:		111.5	0.5
+		112.0	0.1
CHE		112.1	0.45
WOURN		112.55	0.45
MITHER		113.0	0.45
LIMS		113.45	0.45
EN		113.9	0.45
PINGER		114.35	0.45
FRON		114.8	0.45
WIE		115.25	0.45
OY		115.7	0.45
HERELINESS		116.15	0.45
OSE		116.6	0.45
BORETUM		117.05	0.45
:		117.5	0.5
+		118.0	0.1
THE		118.1	0.45
TWO		118.55	0.45
LAWMEN		119.0	0.45
HALTED		119.45	0.45
THEIR		119.9	0.45
WAGON		120.35	0.45
ABOUT		120.8	0.45
TWENTY		121.25	0.45
YARDS		121.7	0.45
FROM		122.15	0.45
THE		122.6	0.45
DOOR		123.05	0.45
:		123.5	0.5
+		124.0	0.1
BARE		124.1	0.45
FEET		124.55	0.45
ARE		125.0	0.45
BETTER		125.45	0.45
FOR		125.9	0.45
SUCH		126.35	0.45
WORK		126.8	0.45
THAN		127.25	0.45
ANY		127.7	0.45
FORM		128.15	0.45
OF		128.6	0.45
SLIPPER		129.05	0.45
:		129.5	0.5
+		130.0	0.1
SOMEWHAT		130.1	0.45
SIMILAR		130.55	0.45
INVESTIGATIONS		131.0	0.45
HAVE		131.45	0.45
BEEN		131.9	0.45
MADE		132.35	0.45
BY		132.8	0.45
MEDICAL		133.25	0.45
OFFICERS		133.7	0.45
IN		134.15	0.45
OTHER		134.6	0.45
AREAS		135.05	0.45
:		135.5	0.5
+		136.0	0.1
OT		136.1	0.45
WOURN		136.55	0.45
HABS		137.0	0.45
BOUN		137.45	0.45
OOMY		137.9	0.45
RO		138.35	0.45
IMARSIFY		138.8	0.45
AR		139.25	0.45
OCIOG		139.7	0.45
CY		140.15	0.45
OTS		140.6	0.45
APAR		141.05	0.45
:		141.5	0.5
+		142.0	0.1
HU		142.1	0.45
OLPO		142.55	0.45
RECOSSED		143.0	0.45
HIMRALF		143.45	0.45
FROT		143.9	0.45
HU		144.35	0.45
HUD		144.8	0.45
OP		145.25	0.45
ORUBEAL		145.7	0.45
NURGER		146.15	0.45
OY		146.6	0.45
SYNNICILITIES		147.05	0.45
:		147.5	0.5
+		148.0	0.1
HUS		148.1	0.45
WROLL		148.55	0.45
BLONS		149.0	0.45
EAFS		149.45	0.45
DOLDED		149.9	0.45
INSAWS		150.35	0.45
REE		150.8	0.45
USIVE		151.25	0.45
OBUL		151.7	0.45
OY		152.15	0.45
HUS		152.6	0.45
FOPE		153.05	0.45
:		153.5	0.5
+		154.0	0.1
MRS		154.1	0.45
OLIVER		154.55	0.45
IS		155.0	0.45
MOTHER		155.45	0.45
OF		155.9	0.45
FIVE		156.35	0.45
CHILDREN		156.8	0.45
AND		157.25	0.45
WIFE		157.7	0.45
OF		158.15	0.45
A		158.6	0.45
MACHINIST		159.05	0.45
:		159.5	0.5
+		160.0	0.1
WHETHER		160.1	0.45
OR		160.55	0.45
NOT		161.0	0.45
WALLY		161.45	0.45
LOST		161.9	0.45
HIS		162.35	0.45
JOB		162.8	0.45
WAS		163.25	0.45
NO		163.7	0.45
CONCERN		164.15	0.45
OF		164.6	0.45
MINE		165.05	0.45
:		165.5	0.5
+		166.0	0.1
FOR		166.1	0.45
JUST		166.55	0.45
AN		167.0	0.45
INSTANT		167.45	0.45
HE		167.9	0.45
THOUGHT		168.35	0.45
OF		168.8	0.45
APPEALING		169.25	0.45
TO		169.7	0.45
THEM		170.15	0.45
FOR		170.6	0.45
HELP		171.05	0.45
:		171.5	0.5
+		172.0	14.0
+		186.0	0.1
PARENTS		186.1	0.45
ARE		186.55	0.45
OFTEN		187.0	0.45
CONCERNED		187.45	0.45
THAT		187.9	0.45
ORTHODONTIC		188.35	0.45
APPLIANCES		188.8	0.45
MAY		189.25	0.45
CAUSE		189.7	0.45
TEETH		190.15	0.45
TO		190.6	0.45
DECAY		191.05	0.45
:		191.5	0.5
+		192.0	0.1
I		192.1	0.45
GOT		192.55	0.45
A		193.0	0.45
QUICK		193.45	0.45
LOOK		193.9	0.45
AT		194.35	0.45
THEIR		194.8	0.45
FACES		195.25	0.45
AS		195.7	0.45
WE		196.15	0.45
WENT		196.6	0.45
PAST		197.05	0.45
:		197.5	0.5
+		198.0	0.1
PICTURES		198.1	0.45
CAN		198.55	0.45
BE		199.0	0.45
TAKEN		199.45	0.45
IN		199.9	0.45
THE		200.35	0.45
PUBLIC		200.8	0.45
AREAS		201.25	0.45
AND		201.7	0.45
WHEN		202.15	0.45
ON		202.6	0.45
TOURS		203.05	0.45
:		203.5	0.5
+		204.0	0.1
HU		204.1	0.45
RURNED		204.55	0.45
OSE		205.0	0.45
RAWLS		205.45	0.45
OTHISS		205.9	0.45
REE		206.35	0.45
PALODE		206.8	0.45
CROUND		207.25	0.45
LOWOND		207.7	0.45
REE		208.15	0.45
RECK		208.6	0.45
HOULE		209.05	0.45
:		209.5	0.5
+		210.0	0.1
SUBON		210.1	0.45
OSE		210.55	0.45
JUROE		211.0	0.45
CADE		211.45	0.45
TROR		211.9	0.45
REE		212.35	0.45
WOOR		212.8	0.45
OSE		213.25	0.45
BLAGGED		213.7	0.45
HOM		214.15	0.45
PITH		214.6	0.45
FREM		215.05	0.45
:		215.5	0.5
+		216.0	0.1
E		216.1	0.45
GRUN		216.55	0.45
ONIET		217.0	0.45
OSE		217.45	0.45
SPITTERED		217.9	0.45
SCROUGH		218.35	0.45
REE		218.8	0.45
SNONT		219.25	0.45
ROOR		219.7	0.45
RO		220.15	0.45
REE		220.6	0.45
WOOR		221.05	0.45
:		221.5	0.5
+		222.0	0.1
BETTER		222.1	0.45
SHOW		222.55	0.45
IT		223.0	0.45
TO		223.45	0.45
FIONA		223.9	0.45
AND		224.35	0.45
SEE		224.8	0.45
IF		225.25	0.45
HE		225.7	0.45
HAD		226.15	0.45
OMITTED		226.6	0.45
ANYTHING		227.05	0.45
:		227.5	0.5
+		228.0	0.1
THERE		228.1	0.45
WAS		228.55	0.45
THE		229.0	0.45
REVOLUTION		229.45	0.45
IN		229.9	0.45
TIBET		230.35	0.45
WHICH		230.8	0.45
WE		231.25	0.45
PRETENDED		231.7	0.45
DID		232.15	0.45
NOT		232.6	0.45
EXIST		233.05	0.45
:		233.5	0.5
+		234.0	0.1
BY		234.1	0.45
THE		234.55	0.45
TIME		235.0	0.45
HE		235.45	0.45
HAD		235.9	0.45
SMOKED		236.35	0.45
THREE		236.8	0.45
CIGARETTES		237.25	0.45
HE		237.7	0.45
HAD		238.15	0.45
CALMED		238.6	0.45
DOWN		239.05	0.45
:		239.5	0.5
+		240.0	0.1
REE		240.1	0.45
CLOUNS		240.55	0.45
BULCTS		241.0	0.45
DARDWARD		241.45	0.45
OSE		241.9	0.45
BURBS		242.35	0.45
PAWDENLY		242.8	0.45
INNI		243.25	0.45
O		243.7	0.45
CREOT		244.15	0.45
BLONS		244.6	0.45
TENNEL		245.05	0.45
:		245.5	0.5
+		246.0	0.1
PLIN		246.1	0.45
WIST		246.55	0.45
HERF		247.0	0.45
HOM		247.45	0.45
RO		247.9	0.45
GIT		248.35	0.45
OOT		248.8	0.45
OY		249.25	0.45
HUS		249.7	0.45
TOTTLE		250.15	0.45
LICKLE		250.6	0.45
SHON		251.05	0.45
:		251.5	0.5
+		252.0	0.1
DOIL		252.1	0.45
REE		252.55	0.45
SPEE		253.0	0.45
HU		253.45	0.45
SQUIMBLED		253.9	0.45
OSE		254.35	0.45
WRELT		254.8	0.45
ET		255.25	0.45
REE		255.7	0.45
ENCE		256.15	0.45
OY		256.6	0.45
TALIAME		257.05	0.45
:		257.5	0.5
+		258.0	14.0
+		272.0	0.1
HUS		272.1	0.45
YIERS		272.55	0.45
OY		273.0	0.45
CAMMESQUING		273.45	0.45
HUD		273.9	0.45
TAUNCH		274.35	0.45
HOM		274.8	0.45
REE		275.25	0.45
VOSUE		275.7	0.45
OY		276.15	0.45
GALER		276.6	0.45
DISCICRALS		277.05	0.45
:		277.5	0.5
+		278.0	0.1
HU		278.1	0.45
RECOSSED		278.55	0.45
DATSUO		279.0	0.45
OY		279.45	0.45
O		279.9	0.45
SOLILIR		280.35	0.45
THANG		280.8	0.45
HU		281.25	0.45
HUD		281.7	0.45
WIMNELVES		282.15	0.45
EN		282.6	0.45
CHIDO		283.05	0.45
:		283.5	0.5
+		284.0	0.1
EN		284.1	0.45
REE		284.55	0.45
CISTRE		285.0	0.45
OY		285.45	0.45
HUS		285.9	0.45
BRILLEINE		286.35	0.45
CUMBS		286.8	0.45
SUT		287.25	0.45
O		287.7	0.45
WROLL		288.15	0.45
BLONS		288.6	0.45
GLUSTCAP		289.05	0.45
:		289.5	0.5
+		290.0	0.1
TWO		290.1	0.45
SHARPLY		290.55	0.45
CONTRASTING		291.0	0.45
PLACES		291.45	0.45
DESIGNED		291.9	0.45
FOR		292.35	0.45
PUBLIC		292.8	0.45
ENJOYMENT		293.25	0.45
ARE		293.7	0.45
NOW		294.15	0.45
ON		294.6	0.45
DISPLAY		295.05	0.45
:		295.5	0.5
+		296.0	0.1
WHITE		296.1	0.45
HOUSE		296.55	0.45
LEGISLATIVE		297.0	0.45
AIDES		297.45	0.45
WERE		297.9	0.45
STILL		298.35	0.45
CONFIDENT		298.8	0.45
THE		299.25	0.45
BILL		299.7	0.45
WOULD		300.15	0.45
PASS		300.6	0.45
INTACT		301.05	0.45
:		301.5	0.5
+		302.0	0.1
ANNE		302.1	0.45
PICKED		302.55	0.45
UP		303.0	0.45
THE		303.45	0.45
TOWEL		303.9	0.45
SHE		304.35	0.45
WAS		304.8	0.45
HEMMING		305.25	0.45
FOR		305.7	0.45
THE		306.15	0.45
HOSPITAL		306.6	0.45
GUILD		307.05	0.45
:		307.5	0.5
+		308.0	0.1
HE		308.1	0.45
TILTED		308.55	0.45
HIS		309.0	0.45
HOMELY		309.45	0.45
FACE		309.9	0.45
TOWARD		310.35	0.45
THE		310.8	0.45
DRY		311.25	0.45
BED		311.7	0.45
OF		312.15	0.45
THE		312.6	0.45
RIVER		313.05	0.45
:		313.5	0.5
+		314.0	0.1
I		314.1	0.45
ASKED		314.55	0.45
ABOUT		315.0	0.45
THE		315.45	0.45
BATTLE		315.9	0.45
BETWEEN		316.35	0.45
LIFE		316.8	0.45
AND		317.25	0.45
DEATH		317.7	0.45
IN		318.15	0.45
HIS		318.6	0.45
PLAYS		319.05	0.45
:		319.5	0.5
+		320.0	0.1
I		320.1	0.45
KNEW		320.55	0.45
IN		321.0	0.45
THAT		321.45	0.45
MOMENT		321.9	0.45
THAT		322.35	0.45
I		322.8	0.45
DID		323.25	0.45
NOT		323.7	0.45
HAVE		324.15	0.45
ANY		324.6	0.45
CHOICE		325.05	0.45
:		325.5	0.5
+		326.0	0.1
HU		326.1	0.45
HUD		326.55	0.45
SHET		327.0	0.45
HUS		327.45	0.45
WOOR		327.9	0.45
PITH		328.35	0.45
REE		328.8	0.45
BRADE		329.25	0.45
NURGER		329.7	0.45
SCRENTS		330.15	0.45
RO		330.6	0.45
OT		331.05	0.45
:		331.5	0.5
+		332.0	0.1
E		332.1	0.45
FAYURED		332.55	0.45
E		333.0	0.45
COURN		333.45	0.45
STANT		333.9	0.45
PRIBLIRALLY		334.35	0.45
OTUBLING		334.8	0.45
FOM		335.25	0.45
O		335.7	0.45
COAMLE		336.15	0.45
OY		336.6	0.45
WOOKS		337.05	0.45
:		337.5	0.5
+		338.0	0.1
MAVE		338.1	0.45
SHRULLED		338.55	0.45
OD		339.0	0.45
HUS		339.45	0.45
SPOMES		339.9	0.45
ROAT		340.35	0.45
OSE		340.8	0.45
PUCKED		341.25	0.45
UD		341.7	0.45
REE		342.15	0.45
COS		342.6	0.45
KEES		343.05	0.45
:		343.5	0.5
+		344.0	14.0
