word	format	onset	duration
UTROSION		101.45	0.45
RO		101.9	0.45
FEOL		102.35	0.45
ONIEDY		102.8	0.45
OM		103.25	0.45
DISTOLVES		103.7	0.45
ONIET		104.15	0.45
BLESE		104.6	0.45
DOOPLE		105.05	0.45
:		105.5	0.5
+		106.0	0.1
OMOILLY		106.1	0.45
TRORE		106.55	0.45
ONK		107.0	0.45
HORE		107.45	0.45
FOWBORS		107.9	0.45
RO		108.35	0.45
TOOD		108.8	0.45
SIKE		109.25	0.45
PLORRING		109.7	0.45
FRON		110.15	0.45
FISMS		110.6	0.45
INTLOSSIONS		111.05	0.45
:		111.5	0.5
+		112.0	0.1
OT		112.1	0.45
WAM		112.55	0.45
O		113.0	0.45
DELOOF		113.45	0.45
RO		113.9	0.45
SHEFT		114.35	0.45
EN		114.8	0.45
HUS		115.25	0.45
MOND		115.7	0.45
RO		116.15	0.45
TOSSMICOL		116.6	0.45
TROPIENS		117.05	0.45
:		117.5	0.5
+		118.0	0.1
HIS		118.1	0.45
WIFE		118.55	0.45
WAS		119.0	0.45
IN		119.45	0.45
DELICATE		119.9	0.45
HEALTH		120.35	0.45
AND		120.8	0.45
NURSING		121.25	0.45
AN		121.7	0.45
INFANT		122.15	0.45
WITH		122.6	0.45
MEASLES		123.05	0.45
:		123.5	0.5
+		124.0	0.1
HE		124.1	0.45
AVOIDED		124.55	0.45
SHOWING		125.0	0.45
ANY		125.45	0.45
SURPRISE		125.9	0.45
OR		126.35	0.45
ANNOYANCE		126.8	0.45
WHEN		127.25	0.45
NO		127.7	0.45
ONE		128.15	0.45
ANSWERED		128.6	0.45
HIM		129.05	0.45
:		129.5	0.5
+		130.0	0.1
KEITH		130.1	0.45
TOLD		130.55	0.45
PENNY		131.0	0.45
ABOUT		131.45	0.45
HIS		131.9	0.45
DREAM		132.35	0.45
TO		132.8	0.45
RETURN		133.25	0.45
TO		133.7	0.45
INDIA		134.15	0.45
AND		134.6	0.45
BURMA		135.05	0.45
:		135.5	0.5
+		136.0	0.1
REE		136.1	0.45
UMLY		136.55	0.45
EXPOITION		137.0	0.45
RO		137.45	0.45
PLIN		137.9	0.45
OS		138.35	0.45
MERTIVE		138.8	0.45
BOES		139.25	0.45
FROT		139.7	0.45
HABS		140.15	0.45
BEMIME		140.6	0.45
PENORITES		141.05	0.45
:		141.5	0.5
+		142.0	0.1
OT		142.1	0.45
WAM		142.55	0.45
LOKE		143.0	0.45
O		143.45	0.45
LONK		143.9	0.45
SLIN		144.35	0.45
LIGS		144.8	0.45
DRARK		145.25	0.45
SCROUGH		145.7	0.45
O		146.15	0.45
PIST		146.6	0.45
CIBSLE		147.05	0.45
:		147.5	0.5
+		148.0	0.1
E		148.1	0.45
COURN		148.55	0.45
VOT		149.0	0.45
CLIVE		149.45	0.45
RO		149.9	0.45
HY		150.35	0.45
POMS		150.8	0.45
NOM		151.25	0.45
DOD		151.7	0.45
E		152.15	0.45
WIBS		152.6	0.45
RO		153.05	0.45
:		153.5	0.5
+		154.0	0.1
THE		154.1	0.45
REPORTER		154.55	0.45
NODDED		155.0	0.45
AS		155.45	0.45
HE		155.9	0.45
MOVED		156.35	0.45
UP		156.8	0.45
BESIDE		157.25	0.45
HIM		157.7	0.45
AT		158.15	0.45
THE		158.6	0.45
BAR		159.05	0.45
:		159.5	0.5
+		160.0	0.1
IN		160.1	0.45
THE		160.55	0.45
STARLIGHT		161.0	0.45
HE		161.45	0.45
COULD		161.9	0.45
SEE		162.35	0.45
THE		162.8	0.45
TREES		163.25	0.45
STRIPPED		163.7	0.45
OF		164.15	0.45
THEIR		164.6	0.45
LEAVES		165.05	0.45
:		165.5	0.5
+		166.0	0.1
THE		166.1	0.45
TARGET		166.55	0.45
CHART		167.0	0.45
QUICKLY		167.45	0.45
AND		167.9	0.45
BRIEFLY		168.35	0.45
TELLS		168.8	0.45
YOU		169.25	0.45
WHICH		169.7	0.45
ADDITIVES		170.15	0.45
DO		170.6	0.45
WHAT		171.05	0.45
:		171.5	0.5
+		172.0	14.0
+		186.0	0.1
NEVER		186.1	0.45
AGAIN		186.55	0.45
DID		187.0	0.45
HE		187.45	0.45
ENTER		187.9	0.45
INTO		188.35	0.45
THE		188.8	0.45
RITUAL		189.25	0.45
OF		189.7	0.45
SHOWING		190.15	0.45
THE		190.6	0.45
APARTMENT		191.05	0.45
:		191.5	0.5
+		192.0	0.1
THEN		192.1	0.45
ANGELINA		192.55	0.45
TURNED		193.0	0.45
AND		193.45	0.45
WITH		193.9	0.45
AN		194.35	0.45
EASY		194.8	0.45
GRACE		195.25	0.45
WALKED		195.7	0.45
TOWARD		196.15	0.45
THE		196.6	0.45
KITCHEN		197.05	0.45
:		197.5	0.5
+		198.0	0.1
MANY		198.1	0.45
TIMES		198.55	0.45
SINCE		199.0	0.45
HIS		199.45	0.45
DEATH		199.9	0.45
THAT		200.35	0.45
MEMORY		200.8	0.45
HAD		201.25	0.45
WORRIED		201.7	0.45
AND		202.15	0.45
TROUBLED		202.6	0.45
HER		203.05	0.45
:		203.5	0.5
+		204.0	0.1
EOKS		204.1	0.45
OY		204.55	0.45
THOTE		205.0	0.45
FOCKETS		205.45	0.45
WAM		205.9	0.45
OY		206.35	0.45
CREOT		206.8	0.45
VOSUE		207.25	0.45
RO		207.7	0.45
OTS		208.15	0.45
MIGHTBEL		208.6	0.45
REMETIERS		209.05	0.45
:		209.5	0.5
+		210.0	0.1
E		210.1	0.45
RURNED		210.55	0.45
OSE		211.0	0.45
WONCHED		211.45	0.45
HOM		211.9	0.45
STRILE		212.35	0.45
DOIL		212.8	0.45
REE		213.25	0.45
CISTRE		213.7	0.45
OY		214.15	0.45
REE		214.6	0.45
FOUD		215.05	0.45
:		215.5	0.5
+		216.0	0.1
HU		216.1	0.45
WAM		216.55	0.45
POOTYING		217.0	0.45
O		217.45	0.45
BADES		217.9	0.45
OY		218.35	0.45
MOURLOUGH		218.8	0.45
BISPOUTS		219.25	0.45
FOM		219.7	0.45
REE		220.15	0.45
TULSH		220.6	0.45
UDEN		221.05	0.45
:		221.5	0.5
+		222.0	0.1
KYOTO		222.1	0.45
IS		222.55	0.45
THE		223.0	0.45
ANCIENT		223.45	0.45
CAPITAL		223.9	0.45
OF		224.35	0.45
JAPAN		224.8	0.45
AND		225.25	0.45
STILL		225.7	0.45
ITS		226.15	0.45
CULTURAL		226.6	0.45
CENTER		227.05	0.45
:		227.5	0.5
+		228.0	0.1
IT		228.1	0.45
IS		228.55	0.45
VERY		229.0	0.45
MUCH		229.45	0.45
A		229.9	0.45
MATTER		230.35	0.45
OF		230.8	0.45
BUILDING		231.25	0.45
THE		231.7	0.45
FOUNDATIONS		232.15	0.45
OF		232.6	0.45
COMMUNITY		233.05	0.45
:		233.5	0.5
+		234.0	0.1
THE		234.1	0.45
IMAGES		234.55	0.45
CAN		235.0	0.45
EASILY		235.45	0.45
BE		235.9	0.45
ALIGNED		236.35	0.45
WITH		236.8	0.45
A		237.25	0.45
HIGH		237.7	0.45
DEGREE		238.15	0.45
OF		238.6	0.45
ACCURACY		239.05	0.45
:		239.5	0.5
+		240.0	0.1
NIR		240.1	0.45
GLORKS		240.55	0.45
SWUBS		241.0	0.45
POMS		241.45	0.45
REE		241.9	0.45
CHOINER		242.35	0.45
SLERE		242.8	0.45
REE		243.25	0.45
WRO		243.7	0.45
CLIRERS		244.15	0.45
DERE		244.6	0.45
SHENDING		245.05	0.45
:		245.5	0.5
+		246.0	0.1
SNUSTIONS		246.1	0.45
CADE		246.55	0.45
RO		247.0	0.45
TE		247.45	0.45
TROR		247.9	0.45
ORS		248.35	0.45
SIFFS		248.8	0.45
ONIET		249.25	0.45
HY		249.7	0.45
WONDE		250.15	0.45
CITICORPHIP		250.6	0.45
OUDETITIES		251.05	0.45
:		251.5	0.5
+		252.0	0.1
E		252.1	0.45
INTROFORNE		252.55	0.45
HY		253.0	0.45
FRIEST		253.45	0.45
FANDY		253.9	0.45
RO		254.35	0.45
PEPS		254.8	0.45
OSE		255.25	0.45
DE		255.7	0.45
MOMP		256.15	0.45
OURBOLVES		256.6	0.45
CORCOINOBLE		257.05	0.45
:		257.5	0.5
+		258.0	14.0
+		272.0	0.1
LUT		272.1	0.45
REE		272.55	0.45
UMLY		273.0	0.45
LOND		273.45	0.45
E		273.9	0.45
WAM		274.35	0.45
GOVING		274.8	0.45
HOM		275.25	0.45
WAM		275.7	0.45
REE		276.15	0.45
PUNE		276.6	0.45
KILE		277.05	0.45
:		277.5	0.5
+		278.0	0.1
HU		278.1	0.45
BUCKOTES		278.55	0.45
RO		279.0	0.45
NIR		279.45	0.45
TROR		279.9	0.45
REE		280.35	0.45
WOOR		280.8	0.45
OSE		281.25	0.45
CHE		281.7	0.45
SLICKED		282.15	0.45
CLIONLY		282.6	0.45
OUTNODE		283.05	0.45
:		283.5	0.5
+		284.0	0.1
CY		284.1	0.45
PLIN		284.55	0.45
TICE		285.0	0.45
LOLKS		285.45	0.45
NURGERS		285.9	0.45
OY		286.35	0.45
REE		286.8	0.45
ORIENCE		287.25	0.45
HUD		287.7	0.45
LELD		288.15	0.45
REE		288.6	0.45
HORS		289.05	0.45
:		289.5	0.5
+		290.0	0.1
THIS		290.1	0.45
HAPPENED		290.55	0.45
IN		291.0	0.45
THE		291.45	0.45
MIDDLE		291.9	0.45
OF		292.35	0.45
A		292.8	0.45
DRINKING		293.25	0.45
BOUT		293.7	0.45
WITH		294.15	0.45
ANOTHER		294.6	0.45
BUM		295.05	0.45
:		295.5	0.5
+		296.0	0.1
WINSTON		296.1	0.45
TOOK		296.55	0.45
THE		297.0	0.45
CLOTHESBRUSH		297.45	0.45
OUT		297.9	0.45
OF		298.35	0.45
THE		298.8	0.45
CLOSET		299.25	0.45
AND		299.7	0.45
WENT		300.15	0.45
TO		300.6	0.45
WORK		301.05	0.45
:		301.5	0.5
+		302.0	0.1
THE		302.1	0.45
ROOF		302.55	0.45
BLOCKS		303.0	0.45
ARE		303.45	0.45
IN		303.9	0.45
TWO		304.35	0.45
LAYERS		304.8	0.45
AND		305.25	0.45
ARE		305.7	0.45
NOT		306.15	0.45
MORTARED		306.6	0.45
TOGETHER		307.05	0.45
:		307.5	0.5
+		308.0	0.1
I		308.1	0.45
WAS		308.55	0.45
HELD		309.0	0.45
UP		309.45	0.45
A		309.9	0.45
BIT		310.35	0.45
TRYING		310.8	0.45
TO		311.25	0.45
MAKE		311.7	0.45
A		312.15	0.45
LEFT		312.6	0.45
TURN		313.05	0.45
:		313.5	0.5
+		314.0	0.1
HE		314.1	0.45
CALLED		314.55	0.45
THE		315.0	0.45
STORE		315.45	0.45
OWNER		315.9	0.45
AND		316.35	0.45
TOGETHER		316.8	0.45
THEY		317.25	0.45
WENT		317.7	0.45
INTO		318.15	0.45
THE		318.6	0.45
STOCKROOM		319.05	0.45
:		319.5	0.5
+		320.0	0.1
AFTER		320.1	0.45
THAT		320.55	0.45
HE		321.0	0.45
WAS		321.45	0.45
NEVER		321.9	0.45
KNOWN		322.35	0.45
TO		322.8	0.45
RUN		323.25	0.45
OR		323.7	0.45
EVEN		324.15	0.45
WALK		324.6	0.45
FAST		325.05	0.45
:		325.5	0.5
+		326.0	0.1
REE		326.1	0.45
GISK		326.55	0.45
KNEENED		327.0	0.45
CY		327.45	0.45
NIR		327.9	0.45
HUBTOND		328.35	0.45
PITH		328.8	0.45
OVE		329.25	0.45
ORL		329.7	0.45
ET		330.15	0.45
HUS		330.6	0.45
BAPS		331.05	0.45
:		331.5	0.5
+		332.0	0.1
MIMP		332.1	0.45
CAINTS		332.55	0.45
REE		333.0	0.45
BOMS		333.45	0.45
JUMS		333.9	0.45
AR		334.35	0.45
REE		334.8	0.45
BONCHER		335.25	0.45
SLOD		335.7	0.45
INNI		336.15	0.45
REE		336.6	0.45
BAVE		337.05	0.45
:		337.5	0.5
+		338.0	0.1
SHINNON		338.1	0.45
TICED		338.55	0.45
OT		339.0	0.45
SU		339.45	0.45
FROT		339.9	0.45
QUEY		340.35	0.45
ROSS		340.8	0.45
EN		341.25	0.45
OP		341.7	0.45
MOUR		342.15	0.45
AULER		342.6	0.45
PIGHTFOME		343.05	0.45
:		343.5	0.5
+		344.0	14.0
